Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data Segnalazione;Ora Segnalazione
Qualità Urbana;Veicoli abbandonati;2;TAZZOLI/ENRICO (CORSO)                                                ;;26/03/2012;10.54
Qualità Urbana;Veicoli abbandonati;5;MANUZIO/ALDO (VIA)                                                    ;;26/03/2012;10.58
Qualità Urbana;Veicoli abbandonati;3;MONGINEVRO/(VIA)                                                      ;;26/03/2012;12.43
Qualità Urbana;Veicoli abbandonati;7;PIOSSASCO/(VIA)                                                       ;;27/03/2012;
Qualità Urbana;Veicoli abbandonati;9;MARCHESINI GOBETTI/ADA (VIA)                                          ;;28/03/2012;
Qualità Urbana;Veicoli abbandonati;9;MARCHESINI GOBETTI/ADA (VIA)                                          ;;28/03/2012;
Qualità Urbana;Veicoli abbandonati;5;AMBROSINI/LUIGI (VIA)                                                 ;;28/03/2012;09.42
Qualità Urbana;Veicoli abbandonati;9;PIO VII/(VIA)                                                         ;;28/03/2012;15.07
Qualità Urbana;Veicoli abbandonati;9;UNIONE SOVIETICA/(CORSO)                                              ;;31/03/2012;
Qualità Urbana;Veicoli abbandonati;7;BEINASCO/(VIA)                                                        ;;02/04/2012;
Qualità Urbana;Veicoli abbandonati;7;DAMIANO/LUIGI (VIA)                                                   ;Area Verde;02/04/2012;
Qualità Urbana;Veicoli abbandonati;7;NAPOLI/(LUNGO DORA)                                                   ;;02/04/2012;
