WKT_GEOM;DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1393646.155 4989482.214);AGENZIE VIAGGIO;PAMPERO VIAGGI;VIA TRIPOLI 22;No;2105;53;2;109;10136;1393646.155;4989482.214
POINT (1393644.968 4989417.08);AGENZIE AFFARI;;VIA TRIPOLI 25 scala A;No;2113;53;2;90;10136;1393644.968;4989417.08
POINT (1391707.752 4985375.473);AGENZIE AFFARI;;CORSO UNIONE SOVIETICA 605;No;2643;90;2;883;10135;1391707.752;4985375.473
POINT (1393584.739 4989307.504);TRATTENIMENTI;GHERSI;VIA TRIPOLI 37;No;2120;53;2;90;10136;1393584.739;4989307.504
POINT (1395593.741 4987322.61);TRATTENIMENTI;"MUSEO DELL'AUTOMOBILE ""CARLO BISCARETTI DI RUFFIA""";CORSO UNITA' D'ITALIA 40;No;2269;57;8;816;10126;1395593.741;4987322.61
POINT (1395280.058 4993079.827);AGENZIE VIAGGIO;ZENZELE;CORSO UMBRIA 17;No;1131;25;4;349;10144;1395280.058;4993079.827
POINT (1395154.031 4993346.099);AGENZIE AFFARI;;CORSO UMBRIA 30;No;3251;25;4;349;10144;1395154.031;4993346.099
POINT (1393968.02 4986119.516);AGENZIE AFFARI;L'ONORANZA;CORSO TRAIANO 150/D;No;2373;61;2;0;10127;1393968.02;4986119.516
POINT (1394089.86 4986056.211);AGENZIE AFFARI;;CORSO TRAIANO 170/D;No;2374;61;2;0;10127;1394089.86;4986056.211
POINT (1393042.381 4988082.023);AGENZIE AFFARI;;VIA TRIPOLI 192/C;No;2173;55;2;0;10137;1393042.381;4988082.023
POINT (1392956.174 4991669.657);AGENZIE VIAGGIO;LANCASTER VIAGGI;CORSO TRAPANI 69;No;1396;32;3;224;10139;1392956.174;4991669.657
POINT (1393478.132 4987529.873);AGENZIE AFFARI;;CORSO UNIONE SOVIETICA 247/B;No;2217;56;8;0;10134;1393478.132;4987529.873
POINT (1392682.65 4991115.778);AGENZIE VIAGGIO;SETTIMA ONDA;CORSO TRAPANI 144;No;2096;52;3;300;10141;1392682.65;4991115.778
POINT (1397578.939 4996084.987);AGENZIE AFFARI;;CORSO VERCELLI 299/A;No;2448;68;6;0;10155;1397578.939;4996084.987
POINT (1391747.32 4995803.991);AGENZIE AFFARI;;STRADA DELLE VALLETTE 185/A;No;3023;65;5;0;10151;1391747.32;4995803.991
POINT (1397162.969 4991364.911);TRATTENIMENTI;BAR BOCCONCINO;VIA GIUSEPPE VERDI 33/G;No;215;06;1;0;10124;1397162.969;4991364.911
POINT (1392089.883 4989879.075);AGENZIE AFFARI;;VIA VEGLIA 4;No;3496;62;2;191;10136;1392089.883;4989879.075
POINT (1397343.782 4991262.369);AGENZIE AFFARI;;VIA GIUSEPPE VERDI 47;No;217;06;1;26;10124;1397343.782;4991262.369
POINT (1396772.436 4994078.298);TRATTENIMENTI;LE GINESTRE;VIA VALPRATO 15;No;1726;39;6;573;10155;1396772.436;4994078.298
POINT (1396834.844 4993804.185);AGENZIE VIAGGIO;KORTOBA TOURS;CORSO VERCELLI 63;No;1731;39;6;573;10155;1396834.844;4993804.185
POINT (1397635.623 4991393.845);AGENZIE AFFARI;ONORANZE FUNEBRI BEATO COTTOLENGO;VIA VANCHIGLIA 22/D;No;437;11;7;0;10124;1397635.623;4991393.845
POINT (1397720.657 4991502.295);AGENZIE AFFARI;;VIA VANCHIGLIA 35;No;425;11;7;640;10124;1397720.657;4991502.295
POINT (1394631.627 4995933.758);AGENZIE AFFARI;;VIA VENARIA 51 bis/D;No;1913;46;5;0;10148;1394631.627;4995933.758
POINT (1393934.606 4991659.065);AGENZIE VIAGGIO;ABBEY TRAVEL;VIA VALDIERI 20;No;1428;33;3;230;10139;1393934.606;4991659.065
POINT (1395650.963 4992220.485);AGENZIE VIAGGIO;HOPPETE;CORSO VALDOCCO 2;No;181;05;1;23;10122;1395650.963;4992220.485
POINT (1391435.144 4991860.093);AGENZIE VIAGGIO;BARAZZONI VIAGGI;VIA VANDALINO 23/C;No;2073;51;3;0;10141;1391435.144;4991860.093
POINT (1391080.707 4991870.115);AGENZIE VIAGGIO;VALVIAGGI;VIA VANDALINO 74/B;No;2386;63;3;0;10142;1391080.707;4991870.115
POINT (1390833.13 4991833.95);AGENZIE AFFARI;;VIA VANDALINO 101;No;3509;63;3;313;10142;1390833.13;4991833.95
POINT (1392419.92 4992419.963);AGENZIE AFFARI;;VIA VALGIOIE 24;No;2044;50;4;404;10146;1392419.92;4992419.963
POINT (1396387.734 4995751.743);AGENZIE AFFARI;;VIA PAOLO VERONESE 132;No;3548;67;5;534;10148;1396387.734;4995751.743
POINT (1391540.783 4990604.393);AGENZIE AFFARI;;VIA VILLA GIUSTI 56;No;3008;63;3;305;10142;1391540.783;4990604.393
POINT (1395402.385 4996046.742);AGENZIE AFFARI;PUNTO CAMPER;VIA PAOLO VERONESE 254;No;3543;66;5;530;10148;1395402.385;4996046.742
POINT (1394808.547 4996281.639);AGENZIE AFFARI;;VIA PAOLO VERONESE 324 int. 4;No;2436;66;5;530;10148;1394808.547;4996281.639
POINT (1392645.66 4986369.853);AGENZIE AFFARI;;VIA ONORATO VIGLIANI 9/H;No;2736;61;8;0;10135;1392645.66;4986369.853
POINT (1392912.837 4986354.649);AGENZIE AFFARI;;VIA ONORATO VIGLIANI 35 int. 15;No;2734;61;8;856;10135;1392912.837;4986354.649
POINT (1393302.129 4985892.3);AGENZIE AFFARI;;VIA ONORATO VIGLIANI 91/B;No;2973;61;8;0;10135;1393302.129;4985892.3
POINT (1393739.591 4990921.581);TRATTENIMENTI;IL SCOPPIATO;VIA VILLARBASSE 26;No;1496;33;3;246;10141;1393739.591;4990921.581
POINT (1394697.277 4990089.965);AGENZIE AFFARI;;VIA AMERIGO VESPUCCI 34 bis;No;1165;26;1;58;10129;1394697.277;4990089.965
POINT (1393960.605 4985813.94);AGENZIE AFFARI;;VIA ONORATO VIGLIANI 171/A;No;2980;61;2;0;10127;1393960.605;4985813.94
POINT (1392690.358 4991426.037);AGENZIE VIAGGIO;TI.DE TRAVEL;VIA CANDIDO VIBERTI 11;No;2085;51;3;271;10141;1392690.358;4991426.037
POINT (1395138.107 4991578.571);AGENZIE AFFARI;;CORSO VINZAGLIO 12 bis;No;296;08;1;37;10121;1395138.107;4991578.571
POINT (1394441.794 4994427.942);AGENZIE AFFARI;;VIA VEROLENGO 136;No;3380;47;5;476;10149;1394441.794;4994427.942
POINT (1394427.731 4994429.308);AGENZIE VIAGGIO;;VIA VEROLENGO 138;No;3380;47;5;476;10149;1394427.731;4994429.308
POINT (1397446.758 4992540.065);AGENZIE VIAGGIO;CISALPINA VIAGGI (C/O BASIC VILLAGE);CORSO VERONA 21;No;1007;23;7;686;10152;1397446.758;4992540.065
POINT (1397430.543 4992497.512);AGENZIE AFFARI;;CORSO VERONA 22;No;1014;23;7;687;10152;1397430.543;4992497.512
POINT (1396774.883 4991555.348);TRATTENIMENTI;IL PAPARAZZO;VIA GIOVANNI VIRGINIO 1/A;No;73;03;1;0;10124;1396774.883;4991555.348
POINT (1395127.434 4991290.488);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 96/L;No;313;08;1;0;10121;1395127.434;4991290.488
POINT (1395096.877 4991313.22);AGENZIE AFFARI;REMONDINO S.R.L.;CORSO VITTORIO EMANUELE II 98 scala A;No;313;08;1;39;10121;1395096.877;4991313.22
POINT (1394986.872 4991358.214);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 102;No;312;08;1;40;10121;1394986.872;4991358.214
POINT (1393955.313 4991902.657);AGENZIE VIAGGIO;SORTIE VOYAGE;CORSO VITTORIO EMANUELE II 164/D;No;1371;31;3;0;10138;1393955.313;4991902.657
POINT (1396008.106 4990981.401);AGENZIE VIAGGIO;CHIESA VIAGGI;VIA VENTI SETTEMBRE 8/C;No;139;04;1;0;10121;1396008.106;4990981.401
POINT (1395455.861 4991139.285);AGENZIE AFFARI;;LARGO VITTORIO EMANUELE II 82;No;316;08;1;36;10121;1395455.861;4991139.285
POINT (1398878.616 4997071.091);AGENZIE VIAGGIO;MULTI LEVEL TRAVEL;CORSO ROMANIA 460;No;2549;78;6;621;10156;1398878.616;4997071.091
POINT (1397203.151 4991143.165);AGENZIE AFFARI;;PIAZZA VITTORIO VENETO 1;No;220;06;1;26;10124;1397203.151;4991143.165
POINT (1397347.168 4991051.458);TRATTENIMENTI;ZENITH;PIAZZA VITTORIO VENETO 13/E;No;225;06;1;0;10124;1397347.168;4991051.458
POINT (1397265.313 4990945.755);AGENZIE AFFARI;;PIAZZA VITTORIO VENETO 16 scala B;No;234;06;1;27;10123;1397265.313;4990945.755
POINT (1396385.684 4991731.525);AGENZIE AFFARI;;VIA VENTI SETTEMBRE 68/H;No;45;01;1;0;10122;1396385.684;4991731.525
POINT (1396394.334 4991749.048);AGENZIE VIAGGIO;"""FRANCO ROSSO ITALIA SRL""";VIA VENTI SETTEMBRE 70;No;45;01;1;3;10122;1396394.334;4991749.048
POINT (1397446.907 4990957.184);TRATTENIMENTI;;PIAZZA VITTORIO VENETO 23/F;No;226;06;1;0;10124;1397446.907;4990957.184
POINT (1397364.205 4990873.777);TRATTENIMENTI;FLORA;PIAZZA VITTORIO VENETO 24;No;235;06;1;27;10123;1397364.205;4990873.777
POINT (1396516.605 4987555.808);TRATTENIMENTI;CIACOLON;VIALE VENTICINQUE APRILE 11;No;2483;70;8;775;10133;1396516.605;4987555.808
POINT (1395385.928 4991829.227);AGENZIE VIAGGIO;AGENZIA VIAGGI E TURISMO CLEOPATRA;VIA VITTORIO AMEDEO II 4/H;No;263;08;1;0;10121;1395385.928;4991829.227
POINT (1396565.61 4990471.158);AGENZIE VIAGGIO;SMILING SUN TRAVEL;CORSO VITTORIO EMANUELE II 9/E;No;323;09;8;0;10125;1396565.61;4990471.158
POINT (1396434.395 4990540.6);TRATTENIMENTI;CLUB 21;CORSO VITTORIO EMANUELE II 21/A;No;322;09;8;0;10125;1396434.395;4990540.6
POINT (1396434.395 4990540.6);TRATTENIMENTI;CLUB 21;CORSO VITTORIO EMANUELE II 21/A;No;322;09;8;0;10125;1396434.395;4990540.6
POINT (1398686.935 4991949.203);AGENZIE AFFARI;;LUNGO DORA VOGHERA 52;No;972;22;7;669;10153;1398686.935;4991949.203
POINT (1396574.135 4990520.149);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 28;No;256;07;1;33;10123;1396574.135;4990520.149
POINT (1396574.135 4990520.149);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 28;No;256;07;1;33;10123;1396574.135;4990520.149
POINT (1396574.135 4990520.149);TRATTENIMENTI;SIX NATIONS (MURPHY'S PUB);CORSO VITTORIO EMANUELE II 28;No;256;07;1;33;10123;1396574.135;4990520.149
POINT (1396445.672 4990588.127);AGENZIE AFFARI;;CORSO VITTORIO EMANUELE II 36;No;255;07;1;33;10123;1396445.672;4990588.127
POINT (1393264.09 4992463.972);AGENZIE AFFARI;;VIA ZUMAGLIA 13 bis;No;1353;30;4;379;10145;1393264.09;4992463.972
POINT (1394393.959 4990165.248);AGENZIE AFFARI;;CORSO DUCA DEGLI ABRUZZI 66;No;1169;26;1;60;10129;1394393.959;4990165.248
POINT (1397255.674 4990251.935);AGENZIE AFFARI;;VIA CURTATONE 5;No;599;15;8;744;10131;1397255.674;4990251.935
POINT (1395924.804 4990944.404);AGENZIE AFFARI;;VIA ALESSANDRO VOLTA 3;No;146;04;1;16;10121;1395924.804;4990944.404
POINT (1395924.804 4990944.404);AGENZIE VIAGGIO;WORLD HUNTING SOCIETY SRL;VIA ALESSANDRO VOLTA 3;No;146;04;1;16;10121;1395924.804;4990944.404
POINT (1392556.536 4991595.741);AGENZIE AFFARI;ALL MEDIA;VIA CARDINALE FOSSATI MAURILIO 5;No;2881;51;3;270;10141;1392556.536;4991595.741
POINT (1394184.07 4997493.094);TRATTENIMENTI;RISTORANTE LA VOLPE;STRADA LANZO 255;No;2426;66;5;525;10148;1394184.07;4997493.094
POINT (1395981.502 4994098.45);AGENZIE AFFARI;;VIA CHIESA DELLA SALUTE 6/B;No;1812;42;5;0;10147;1395981.502;4994098.45
POINT (1396386.216 4991707.34);TRATTENIMENTI;CAFÉ PEROTTI;VIA GIUSEPPE BARBAROUX 6;No;45;01;1;3;10122;1396386.216;4991707.34
POINT (1395956.502 4989664.967);AGENZIE AFFARI;;VIA GIORGIO BIDONE 22/C;No;860;19;8;0;10125;1395956.502;4989664.967
POINT (1392897.257 4989077.879);AGENZIE VIAGGIO;COMPASVIAGGI;CORSO SEBASTOPOLI 211;No;2718;59;2;151;10137;1392897.257;4989077.879
POINT (1394659.122 4992217.09);AGENZIE VIAGGIO;NKS;VIA PIETRO PALMIERI 29;No;723;17;3;193;10138;1394659.122;4992217.09
POINT (1392084.77 4988807.724);AGENZIE AFFARI;;VIA GUIDO RENI 153/A;No;3479;59;2;0;10137;1392084.77;4988807.724
POINT (1392574.555 4992116.893);TRATTENIMENTI;BAR DANIELI;CORSO MONTE CUCCO 14;No;2874;51;3;283;10139;1392574.555;4992116.893
POINT (1390616.495 4985961.339);AGENZIE AFFARI;;VIA CELESTE NEGARVILLE 25/C;No;3072;91;2;0;10135;1390616.495;4985961.339
POINT (1395237.615 4988121.638);AGENZIE AFFARI;;VIA NIZZA 164;No;2237;57;8;821;10126;1395237.615;4988121.638
POINT (1397062.058 4989785.253);AGENZIE VIAGGIO;YOUABROAD;CORSO GIOVANNI LANZA 94;No;3197;15;8;743;10133;1397062.058;4989785.253
POINT (1396355.319 4990267.455);AGENZIE AFFARI;LA FIACCOLA;VIA MADAMA CRISTINA 15;No;344;09;8;731;10125;1396355.319;4990267.455
POINT (1395903.498 4994100.39);AGENZIE AFFARI;;VIA STRADELLA 38;No;1811;42;5;426;10147;1395903.498;4994100.39
POINT (1397038.832 4991417.254);TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV2;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;1397038.832;4991417.254
POINT (1397038.832 4991417.254);TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV3;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;1397038.832;4991417.254
POINT (1397038.832 4991417.254);TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV4;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;1397038.832;4991417.254
POINT (1397038.832 4991417.254);TRATTENIMENTI;CENTRO PRODUZIONE RAI TORINO - STUDIO TV1;VIA GIUSEPPE VERDI 16;No;76;03;1;11;10124;1397038.832;4991417.254
POINT (1396560.75 4992593.198);AGENZIE VIAGGIO;AGENZIA VIAGGI SOUSSI DI NIFKIREN MERIAM;CORSO GIULIO CESARE 8/C;No;480;12;7;0;10152;1396560.75;4992593.198
POINT (1397651.281 4994933.133);AGENZIE VIAGGIO;NUOVA PREMIER VIAGGI;CORSO GIULIO CESARE 201;No;2830;41;6;598;10155;1397651.281;4994933.133
POINT (1395293.306 4995526.859);AGENZIE VIAGGIO;GULP!;CORSO GROSSETO 202/C;No;3816;46;5;0;10148;1395293.306;4995526.859
POINT (1395437.145 4992529.131);TRATTENIMENTI;MIAMI;VIA FILIPPO BURZIO 8;No;3139;05;1;17;10122;1395437.145;4992529.131
POINT (1396256.509 4992219.776);TRATTENIMENTI;BOURREAU BOURRE;VIA GIAN FRANCESCO BELLEZIA 33/A;No;13;01;1;0;10122;1396256.509;4992219.776
POINT (1397266.253 4990840.732);AGENZIE AFFARI;;VIA ALFONSO BONAFOUS 5;No;240;06;1;29;10123;1397266.253;4990840.732
POINT (1396769.806 4990416.948);AGENZIE VIAGGIO;WEP;CORSO VITTORIO EMANUELE II 12;No;258;07;1;31;10123;1396769.806;4990416.948
POINT (1395966.175 4992343.969);TRATTENIMENTI;JUICE-COCKTAIL-MUSIC;VIA LORENZO VALERIO 5/B;No;3138;05;1;0;10122;1395966.175;4992343.969
POINT (1395760.229 4986697.083);TRATTENIMENTI;RE SOLE;CORSO MONCALIERI 349/A;No;2467;69;8;0;10133;1395760.229;4986697.083
POINT (1395760.229 4986697.083);TRATTENIMENTI;GELATERIA RE SOLE;CORSO MONCALIERI 349/A;No;2467;69;8;0;10133;1395760.229;4986697.083
POINT (1395759.824 4991035.024);TRATTENIMENTI;TUTTOPASTA;VIA GIUSEPPE PARINI 9/B;No;143;04;1;0;10121;1395759.824;4991035.024
POINT (1397125.111 4992665.206);AGENZIE AFFARI;;CORSO PALERMO 25/E;No;1024;23;7;0;10152;1397125.111;4992665.206
POINT (1397001.602 4994483.87);AGENZIE AFFARI;;VIA CHATILLON 36/A;No;1702;39;6;0;10155;1397001.602;4994483.87
POINT (1392955.393 4989506.196);AGENZIE AFFARI;SERVIZI ASSICURATIVI DI CASATI B. D.;VIA MONFALCONE 91;No;2322;59;2;154;10136;1392955.393;4989506.196
POINT (1395751.356 4990539.615);AGENZIE VIAGGIO;IL SOLLEONE;VIA PAOLO SACCHI 22;No;385;10;1;43;10128;1395751.356;4990539.615
POINT (1394462.09583333 4990064.58854167);AGENZIE VIAGGIO;GIACHINO LINEA VERDE;VIA SEBASTIANO CABOTO 35;No;1177;26;1;63;10129;1394462.09583333;4990064.58854167
POINT (1394462.09583333 4990064.58854167);AGENZIE AFFARI;UNICREDIT BANCA S.P.A.;VIA SEBASTIANO CABOTO 35;No;1177;26;1;63;10129;1394462.09583333;4990064.58854167
POINT (1394562.524 4992929.01);TRATTENIMENTI;PUB LA PIAZZA;VIA JACOPO DURANDI 13;No;3202;16;4;328;10144;1394562.524;4992929.01
POINT (1390909.795 4991289.944);AGENZIE AFFARI;;STRADA DELLA PRONDA 66 int. 2 int. B;No;2750;63;3;303;10142;1390909.795;4991289.944
POINT (1395450.176 4988523.688);AGENZIE AFFARI;;CORSO BRAMANTE 78/E;No;2225;57;8;0;10126;1395450.176;4988523.688
POINT (1397541.276 4995706.378);AGENZIE AFFARI;;CORSO VERCELLI 226;No;3554;68;6;607;10155;1397541.276;4995706.378
POINT (1392556.464 4987884.433);AGENZIE AFFARI;;PIAZZA DANTE LIVIO BIANCO 8;No;2953;60;2;160;10137;1392556.464;4987884.433
POINT (1395581.796 4992151.458);AGENZIE VIAGGIO;CISALPINA VIAGGI;CORSO PALESTRO 2/L;No;192;05;1;0;10122;1395581.796;4992151.458
POINT (1394008.797 4986533.442);AGENZIE AFFARI;;VIA PASSO BUOLE 65/A;No;2364;61;8;0;10127;1394008.797;4986533.442
POINT (1397165.413 4993281.338);AGENZIE AFFARI;;CORSO PALERMO 75;No;1062;24;7;699;10152;1397165.413;4993281.338
POINT (1395930.315 4989239.229);AGENZIE AFFARI;;VIA ORMEA 99;No;885;20;8;758;10126;1395930.315;4989239.229
POINT (1395503.482 4988958.733);AGENZIE AFFARI;;VIA NIZZA 127 bis/E;No;913;20;8;0;10126;1395503.482;4988958.733
POINT (1395443.128 4988750.974);AGENZIE AFFARI;;VIA NIZZA 147/E;No;930;20;8;0;10126;1395443.128;4988750.974
POINT (1396425.823 4988588.239);TRATTENIMENTI;CENTO 90 DUE;CORSO MONCALIERI 192;No;2476;70;8;773;10133;1396425.823;4988588.239
POINT (1393996.048 4992992.764);TRATTENIMENTI;IL MAGAZZINO DI GILGAMESH;PIAZZA MONCENISIO 13/B;No;1263;29;4;0;10143;1393996.048;4992992.764
POINT (1393165.122 4989474.639);AGENZIE VIAGGIO;SOULTRAVELLING;VIA LESEGNO 41;No;2116;53;2;106;10136;1393165.122;4989474.639
POINT (1394619.253 4992715.001);AGENZIE AFFARI;AETERNA;VIA LUIGI CIBRARIO 44/A;No;675;16;4;0;10144;1394619.253;4992715.001
POINT (1394416.331 4996242.205);AGENZIE AFFARI;AUTODAY;VIA ANDREA SANSOVINO 290;No;1901;46;5;466;10148;1394416.331;4996242.205
POINT (1392322.177 4987584.487);TRATTENIMENTI;VECCHIA CAPUA;CORSO ENRICO TAZZOLI 88;No;3485;60;2;169;10137;1392322.177;4987584.487
POINT (1393579.759 4986383.87);AGENZIE AFFARI;;CORSO TRAIANO 97;No;3492;61;8;845;10135;1393579.759;4986383.87
POINT (1394473.865 4985771.529);AGENZIE AFFARI;;VIA ONORATO VIGLIANI 224;No;2310;58;8;840;10127;1394473.865;4985771.529
POINT (1395752.147 4990961.415);AGENZIE VIAGGIO;CISALPINA TOURS SCOPRI VIVERE E VIAGGIARE;CORSO VITTORIO EMANUELE II 68 bis/B;No;144;04;1;0;10121;1395752.147;4990961.415
POINT (1395329.01145833 4989041.11041667);AGENZIE AFFARI;;VIA ILARIONE PETITTI 3/A;No;918;20;8;762;10126;1395329.01145833;4989041.11041667
POINT (1391338.02736715 4985436.14269853);AGENZIE AFFARI;;STRADA DEL DROSSO 33 int. 8;No;2644;90;2;881;10135;1391338.02736715;4985436.14269853
POINT (1395338.91875 4993035.52916667);AGENZIE AFFARI;;CORSO UMBRIA 16;No;1132;25;4;346;10144;1395338.91875;4993035.52916667
POINT (1393959.128 4989953.085);AGENZIE VIAGGIO;SPADARO GRUPPO INCENTIVE TRAVEL;CORSO LIONE 85 int. 11/C;No;1572;35;3;0;10141;1393959.128;4989953.085
POINT (1398597.07604167 4992144.57291667);AGENZIE VIAGGIO;ISP COMMUNICATION;LUNGO DORA PIETRO COLLETTA 67;No;1586;36;7;708;10153;1398597.07604167;4992144.57291667
POINT (1398597.07604167 4992144.57291667);AGENZIE VIAGGIO;MISTRAL TOUR INTERNAZIONALE;LUNGO DORA PIETRO COLLETTA 67;No;1586;36;7;708;10153;1398597.07604167;4992144.57291667
POINT (1396027.1 4992372.76);AGENZIE AFFARI;;VIA DELLA CONSOLATA 17/E;No;160;05;1;0;10122;1396027.1;4992372.76
POINT (1394374.581 4994187.033);AGENZIE VIAGGIO;LOCALWONDERS TRAVEL;VIA VAL DELLA TORRE 49 int. 15 int. A;No;3833;47;5;479;10149;1394374.581;4994187.033
POINT (1397499.41739439 4991081.92932138);AGENZIE AFFARI;;VIA EUSEBIO BAVA 8 scala A;No;223;06;1;27;10124;1397499.41739439;4991081.92932138
POINT (1396618.854 4994074.868);AGENZIE AFFARI;;VIA FRANCESCO CIGNA 116/E;No;3323;39;6;0;10155;1396618.854;4994074.868
POINT (1396686.25317179 4993962.40297853);AGENZIE AFFARI;;VIA CERVINO 16;No;3323;39;6;0;10155;1396686.25317179;4993962.40297853
POINT (1394039.077 4991749.576);AGENZIE AFFARI;;VIA FREJUS 1 scala A;No;1429;33;3;226;10139;1394039.077;4991749.576
POINT (1399716.961 4992082.996);AGENZIE AFFARI;;CORSO BELGIO 176/C;No;2656;22;7;0;10153;1399716.961;4992082.996
POINT (1393698.912 4992815.735);AGENZIE AFFARI;;VIA NICOLA FABRIZI 54 scala A;No;1273;29;4;364;10143;1393698.912;4992815.735
POINT (1396384.378 4992807.905);TRATTENIMENTI;CHEZ ZEINA;VIA VITTORIO ANDREIS 18 int. 18/N;No;468;12;7;0;10152;1396384.378;4992807.905
POINT (1394101.697 4986050.19);AGENZIE AFFARI;;CORSO TRAIANO 170/F;No;2374;61;2;0;10127;1394101.697;4986050.19
POINT (1401094.14774047 4997089.62796923);AGENZIE AFFARI;;STRADA DI SETTIMO 358/A;No;2652;79;6;0;10156;1401094.14774047;4997089.62796923
POINT (1395031.758 4987713.552);AGENZIE VIAGGIO;;VIA NIZZA 230 int. 14;No;2249;57;8;814;10126;1395031.758;4987713.552
POINT (1397513.037 4991501.674);AGENZIE VIAGGIO;ANTICHI SPLENDORI;VIA MICHELE BUNIVA 9 ter/B;No;434;11;7;0;10124;1397513.037;4991501.674
POINT (1391057.182 4987716.101);AGENZIE AFFARI;AUTOEUROPEO SAS;CORSO ORBASSANO 402 int. 16/D;No;3823;62;2;0;10137;1391057.182;4987716.101
POINT (1394034.626 4989904.892);AGENZIE AFFARI;;CORSO MEDITERRANEO 69 int. 8/C;No;1572;35;3;0;10129;1394034.626;4989904.892
POINT (1393292.656 4991540.664);AGENZIE AFFARI;IL LUME INTERNATIONAL;VIA PRAGELATO 20/B;No;1411;32;3;0;10139;1393292.656;4991540.664
POINT (1396596.733 4992495.067);AGENZIE AFFARI;;VIA CARLO NOE' 7;No;3167;12;7;652;10152;1396596.733;4992495.067
POINT (1396392.707 4992809.53);AGENZIE AFFARI;;VIA VITTORIO ANDREIS 18 int. 18/P;No;468;12;7;0;10152;1396392.707;4992809.53
POINT (1395704.08792309 4993863.64446222);AGENZIE VIAGGIO;;CORSO MORTARA 24;No;1864;44;5;452;10149;1395704.08792309;4993863.64446222
POINT (1396571.01934388 4991342.35347936);AGENZIE AFFARI;;VIA CARLO ALBERTO 13/C;No;93;03;1;9;10123;1396571.01934388;4991342.35347936
POINT (1392694.34275318 4986462.04036431);AGENZIE VIAGGIO;RED TRAVEL ITALIA;VIA ONORATO VIGLIANI 11 int. 9/C;No;2736;61;8;0;10135;1392694.34275318;4986462.04036431
POINT (1390737.41426548 4987434.98961092);AGENZIE VIAGGIO;;CORSO ORBASSANO 470 int. 6;No;2651;92;2;0;10137;1390737.41426548;4987434.98961092
POINT (1397530.76998156 4991108.3854805);AGENZIE AFFARI;;CORSO S. MAURIZIO 50/C;No;223;06;1;0;10124;1397530.76998156;4991108.3854805
POINT (1394215.95940534 4991218.91167296);AGENZIE AFFARI;;VIA ANDREA VOCHIERI 8/E;No;770;17bis;3;0;10138;1394215.95940534;4991218.91167296
POINT (1398827.47708333 4989440.69583334);TRATTENIMENTI;PRO POLIS;STRADA DEL NOBILE 86;No;2596;83;8;780;10131;1398827.47708333;4989440.69583334
POINT (1395607.83968577 4990809.69883969);AGENZIE VIAGGIO;GRANDI ALLOTMENT;VIA ASSIETTA 14;No;370;10;1;0;10128;1395607.83968577;4990809.69883969
POINT (1396716.65625 4991028.05);TRATTENIMENTI;BAR-CABARET;VIA GIOVANNI GIOLITTI 32/C;No;104;03;1;12;10123;1396716.65625;4991028.05
POINT (1395044.04101101 4991815.62973288);AGENZIE AFFARI;;CORSO BOLZANO 37;No;294;08;1;0;10121;1395044.04101101;4991815.62973288
POINT (1397263.33560868 4995114.12039119);AGENZIE AFFARI;;VIA ARTURO TOSCANINI 20/D;No;2829;41;6;0;10155;1397263.33560868;4995114.12039119
POINT (1396546.00018658 4992413.42046005);AGENZIE VIAGGIO;;PIAZZA DON PAOLO ALBERA 5/A;No;510;12;7;0;10152;1396546.00018658;4992413.42046005
POINT (1395213.22731805 4993434.58010094);AGENZIE AFFARI;;VIA GRAZIADIO ASCOLI 39/L;No;1112;25;4;0;10144;1395213.22731805;4993434.58010094
POINT (1391223.364 4991079.468);AGENZIE AFFARI;;VIA MONGINEVRO 271 bis/A;No;2402;63;3;0;10142;1391223.364;4991079.468
