DESC_RIP;INSEGNA;INDIRIZZ;FRONTE;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;QUARTIERE;geometry;LATITUDE;LONGITUDE
AGENZIE AFFARI;;VIA ASIAGO 6/C;No;2393;63;3;311;10142;;POINT (7.61747514869305 45.07023573077071);45.07023573077071;7.61747514869305
AGENZIE AFFARI;FUNERAL HOUSE;VIA VITTORIO ASINARI DI BERNEZZO 39/C;No;2037;50;4;0;10146;;POINT (7.635952189147371 45.07925648901314);45.07925648901314;7.635952189147371
TRATTENIMENTI;PICK UP;VIA BARGE 8;No;1447;33;3;233;10139;;POINT (7.6510611394306 45.06797419432836);45.06797419432836;7.6510611394306
AGENZIE AFFARI;;VIA BARLETTA 35;No;2130;53;2;101;10136;;POINT (7.645199163642095 45.04704026123608);45.047040261236084;7.645199163642095
AGENZIE AFFARI;;VIA BEAULARD 54/C;No;1393;32;3;0;10139;;POINT (7.637942859389236 45.0712461402102);45.0712461402102;7.637942859389236
TRATTENIMENTI;ASTORIA BAR & BASEMENT;VIA CLAUDIO LUIGI BERTHOLLET 13;No;334;09;8;724;10125;;POINT (7.680620490558408 45.05933687189273);45.05933687189273;7.680620490558408
AGENZIE VIAGGIO;;VIA CLAUDIO BEAUMONT 19;No;732;17;3;195;10138;;POINT (7.665626824353026 45.07526744590321);45.075267445903215;7.665626824353026
TRATTENIMENTI;DAUNBAILO';VIA BELFIORE 5;No;346;09;8;732;10125;;POINT (7.68016974051955 45.05848482980662);45.058484829806616;7.68016974051955
AGENZIE VIAGGIO;LM TOUR;VIA BENE VAGIENNA 23;No;3620;53;2;101;10136;;POINT (7.643461041065763 45.04696673534603);45.046966735346025;7.643461041065763
AGENZIE AFFARI;;VIA BARD 6/D;No;2400;63;3;0;10142;;POINT (7.616824822289959 45.0652055259257);45.0652055259257;7.616824822289959
AGENZIE AFFARI;;VIA EUSEBIO BAVA 2/M;No;226;06;1;0;10124;;POINT (7.696765990860568 45.06502402026038);45.06502402026038;7.696765990860568
AGENZIE VIAGGIO;ALMAGESTUM IL LABORATORIO DEL VIAGGIO;VIA CESARE BATTISTI 15;No;81;03;1;9;10123;;POINT (7.686891251189931 45.06898106818495);45.06898106818495;7.686891251189931
AGENZIE AFFARI;;VIA BELFIORE 65;No;871;19;8;755;10126;;POINT (7.677160396621558 45.05066569411855);45.05066569411855;7.677160396621558
AGENZIE AFFARI;;PIAZZA BENGASI 18;No;2310;58;8;840;10127;;POINT (7.66031697680412 45.01685103549458);45.016851035494575;7.66031697680412
AGENZIE AFFARI;;VIA BAVENO 19/A;No;2051;50;4;0;10146;;POINT (7.632412187943742 45.07622216222754);45.076222162227545;7.632412187943742
AGENZIE VIAGGIO;;CORSO BELGIO 141/A;No;974;22;7;0;10153;;POINT (7.722239563409415 45.07462418156194);45.074624181561944;7.722239563409415
AGENZIE AFFARI;;VIA BARDONECCHIA 142;No;2071;51;3;281;10139;;POINT (7.631302562614791 45.07223549374247);45.07223549374247;7.631302562614791
TRATTENIMENTI;DA LISA;VIA GIUSEPPE BARETTI 2;No;351;09;8;730;10125;;POINT (7.678236785052401 45.058345552037);45.058345552037;7.678236785052401
AGENZIE AFFARI;;VIA GIUSEPPE BARETTI 31/B;No;349;09;8;0;10125;;POINT (7.683365166910612 45.05688234524533);45.056882345245334;7.683365166910612
AGENZIE AFFARI;;VIA EUSEBIO BAVA 16;No;447;11;7;637;10124;;POINT (7.698929903806038 45.06671012046931);45.06671012046931;7.698929903806038
AGENZIE AFFARI;;VIA EUSEBIO BAVA 16;No;447;11;7;637;10124;;POINT (7.698929903806038 45.06671012046931);45.06671012046931;7.698929903806038
TRATTENIMENTI;SHAKESPEARE;VIA CONTE GIAMBATTISTA BOGINO 5;No;82;03;1;10;10123;;POINT (7.687948816079056 45.06889350768817);45.06889350768817;7.687948816079056
AGENZIE AFFARI;;VIA BORGO DORA 22;No;470;12;7;650;10152;;POINT (7.683827891339144 45.07959353611347);45.07959353611347;7.683827891339144
AGENZIE AFFARI;TURIN ART;VIA BORGO DORA 23/D;No;489;12;7;0;10152;;POINT (7.683367720315903 45.07886689271547);45.07886689271547;7.6833677203159025
TRATTENIMENTI;EL CENTENARIO;VIA UMBERTO BIANCAMANO 3;No;3131;04;1;14;10121;;POINT (7.676378194045604 45.06648127668529);45.066481276685295;7.676378194045604
AGENZIE AFFARI;;VIA NICOMEDE BIANCHI 45;No;2015;50;4;391;10146;;POINT (7.633563641608952 45.08181866580038);45.08181866580038;7.633563641608952
AGENZIE AFFARI;;VIA BIBIANA 47/G;No;1777;42;5;0;10147;;POINT (7.677892629302888 45.09881785387462);45.09881785387462;7.677892629302888
AGENZIE AFFARI;;VIA BIANZE' 26;No;1283;29;4;359;10143;;POINT (7.65232508416408 45.07848117768717);45.078481177687166;7.65232508416408
AGENZIE VIAGGIO;LAB TRAVEL;VIA DEL CARMINE 28;No;169;05;1;22;10122;;POINT (7.671572077784922 45.07717058899016);45.07717058899016;7.671572077784922
AGENZIE AFFARI;;STRADA DELLA CEBROSA 86 scala A;No;2548;78;6;621;10156;;POINT (7.733264178121286 45.11869417119476);45.11869417119476;7.733264178121286
AGENZIE AFFARI;;VIA ALFONSO BONAFOUS 8;No;239;06;1;29;10123;;POINT (7.694375600911322 45.06313624388724);45.06313624388724;7.694375600911322
AGENZIE AFFARI;;VIA ALFONSO BONAFOUS 8;No;239;06;1;29;10123;;POINT (7.694375600911322 45.06313624388724);45.06313624388724;7.694375600911322
AGENZIE VIAGGIO;BORGO PO VIAGGI;VIA ALFONSO BONAFOUS 2/H;No;234;06;1;0;10123;;POINT (7.695177570160309 45.06395214178847);45.06395214178847;7.695177570160309
AGENZIE AFFARI;;VIA ARTISTI 13;No;434;11;7;643;10124;;POINT (7.696849425748295 45.06941203617894);45.06941203617894;7.696849425748295
AGENZIE AFFARI;;VIA GIUSEPPE BARBAROUX 28;No;41;01;1;1;10122;;POINT (7.679671869705317 45.07225379296045);45.072253792960446;7.6796718697053175
AGENZIE VIAGGIO;I' VENT;VIA ANTONIO GIUSEPPE BERTOLA 34;No;55;01;1;6;10122;;POINT (7.677972370321974 45.07126103734487);45.07126103734487;7.6779723703219735
AGENZIE AFFARI;;VIA FRANCO BONELLI 11/A;No;12;01;1;0;10122;;POINT (7.680651140121501 45.07598848212808);45.07598848212808;7.680651140121501
AGENZIE AFFARI;;VIA BARDONECCHIA 95/B;No;1392;32;3;0;10139;;POINT (7.635799719712017 45.07211075832466);45.07211075832466;7.635799719712017
AGENZIE AFFARI;DONNINI;VIA BORGARO 29/I;No;2681;47;5;0;10149;;POINT (7.662799913803136 45.0958379089811);45.0958379089811;7.662799913803136
AGENZIE AFFARI;ONORANZE FUNEBRI GLORIA DAL 1946 S.N.C.;VIA BORGARO 78/B;No;1895;45;5;0;10149;;POINT (7.663269992117068 45.09890161147964);45.09890161147964;7.663269992117068
AGENZIE AFFARI;OROLOGERIA BODONI;VIA GIAMBATTISTA BODONI 1/D;No;3150;07;1;0;10123;;POINT (7.683437330047385 45.06372415341293);45.063724153412934;7.6834373300473855
AGENZIE VIAGGIO;CITY LIGHTS TOURS DI MAJA AJDIN;VIA DAVIDE BERTOLOTTI 7;No;292;08;1;35;10121;;POINT (7.675106962946786 45.06864157236091);45.06864157236091;7.675106962946786
AGENZIE VIAGGIO;COCCON TRAVEL LTD;VIA DAVIDE BERTOLOTTI 7;No;292;08;1;35;10121;;POINT (7.675106962946786 45.06864157236091);45.06864157236091;7.675106962946786
AGENZIE VIAGGIO;DESTINATION TRAVEL;VIA DAVIDE BERTOLOTTI 7;No;292;08;1;35;10121;;POINT (7.675106962946786 45.06864157236091);45.06864157236091;7.675106962946786
AGENZIE AFFARI;;VIA BISALTA 7/D;No;2249;57;8;0;10126;;POINT (7.667763022141678 45.03618737683608);45.036187376836075;7.667763022141678
AGENZIE AFFARI;;VIA CONTE GIAMBATTISTA BOGINO 19/C;No;94;03;1;0;10123;;POINT (7.686825636219729 45.06724610928323);45.06724610928323;7.686825636219729
AGENZIE AFFARI;;VIA BRINDISI 1/E;No;484;12;7;0;10152;;POINT (7.673042397068376 45.08228299214802);45.08228299214802;7.673042397068376
AGENZIE AFFARI;;VIA BUENOS AIRES 68/D;No;2173;55;2;0;10137;;POINT (7.640942606037907 45.03746867697738);45.037468676977376;7.640942606037907
AGENZIE VIAGGIO;FRANCO ROSSO ITALIA;VIA BUENOS AIRES 60;No;2174;55;2;123;10137;;POINT (7.641813341007923 45.03714799346174);45.03714799346174;7.641813341007923
AGENZIE VIAGGIO;FREENET;VIA BURONZO 14/B;No;1282;29;4;0;10143;;POINT (7.650554722811243 45.07956105620698);45.079561056206984;7.650554722811243
AGENZIE VIAGGIO;;VIA BOSTON 86/C;No;2721;59;2;0;10137;;POINT (7.637242253505616 45.04203051448315);45.04203051448315;7.637242253505616
AGENZIE VIAGGIO;SOMEWHERE;VIA GIOVANNI BOTERO 15;No;3115;01;1;6;10122;;POINT (7.678793178232369 45.07132101213169);45.07132101213169;7.678793178232369
AGENZIE AFFARI;;VIA VITTORIO BOTTEGO 5;No;1194;26;1;62;10129;;POINT (7.65559540185894 45.05384488913845);45.053844889138446;7.65559540185894
AGENZIE AFFARI;;PIAZZA GIOVANNI BOTTESINI 10/C;No;1694;38;6;0;10154;;POINT (7.696657901219431 45.08836765343091);45.088367653430915;7.696657901219431
AGENZIE VIAGGIO;SAN CARLO VIAGGI;CORSO BRAMANTE 88;No;2231;57;8;911;10126;;POINT (7.674528943221808 45.04160862393304);45.041608623933044;7.674528943221808
AGENZIE AFFARI;;VIA BORGO DORA 35;No;477;12;7;651;10152;;POINT (7.683836243634294 45.08015865595867);45.08015865595867;7.683836243634294
AGENZIE AFFARI;;VIA BREGLIO 18/A;No;1843;43;5;446;10147;;POINT (7.683639404872933 45.09869683289683);45.09869683289683;7.683639404872933
AGENZIE VIAGGIO;5 ELEMENTS;VIA CARLO GIOVANNI BRUGNONE 12;No;875;19;8;751;10126;;POINT (7.672279425947307 45.04994763160208);45.04994763160208;7.672279425947307
AGENZIE AFFARI;CNA SERVIZI;CORSO BRESCIA 75;No;1005;23;7;685;10152;;POINT (7.695329172980266 45.08056575344969);45.08056575344969;7.695329172980266
AGENZIE AFFARI;CARROZZERIA NUOVA REGINA;VIA S. GIOVANNI BOSCO 45;No;1141;25;4;350;10144;;POINT (7.665547076509431 45.08365324654127);45.08365324654127;7.665547076509431
AGENZIE AFFARI;;CORSO BRESCIA 19/B;No;3250;24;7;0;10152;;POINT (7.689920650236979 45.08235372078757);45.082353720787566;7.689920650236979
AGENZIE AFFARI;;VIA BREGLIO 12;No;1843;43;5;446;10147;;POINT (7.683963299692393 45.09866836850973);45.098668368509735;7.683963299692393
TRATTENIMENTI;PROSIT CAFÉ;CORSO BRESCIA 23/C;No;3250;24;7;0;10152;;POINT (7.690412137307872 45.08219256881487);45.08219256881487;7.690412137307872
AGENZIE AFFARI;;CORSO FILIPPO BRUNELLESCHI 42;No;3421;51;3;276;10141;;POINT (7.622829597848296 45.07107702411306);45.07107702411306;7.622829597848296
AGENZIE VIAGGIO;ACROSS THE UNIVERSE;CORSO BRAMANTE 59/D;No;944;20;8;0;10126;;POINT (7.670845498719745 45.04313735644006);45.04313735644006;7.6708454987197445
AGENZIE AFFARI;;VIA FELICE BRICCARELLO 21/A;No;2170;55;2;0;10137;;POINT (7.644462931273766 45.03831532039938);45.03831532039938;7.644462931273766
AGENZIE AFFARI;;VIA GIOSUE' BORSI 126;No;3391;48;5;502;10149;;POINT (7.655070196723765 45.10039589477159);45.10039589477159;7.655070196723765
AGENZIE AFFARI;;VIA CARLO BOUCHERON 11;No;195;05;1;18;10122;;POINT (7.671001057049218 45.074992054174);45.074992054174004;7.671001057049218
AGENZIE AFFARI;NUOVA SOCAR;VIA BRUNO GIORDANO 206/D;No;3457;56;8;0;10134;;POINT (7.655254527632291 45.03077028965996);45.03077028965996;7.655254527632291
AGENZIE VIAGGIO;NOTTINGHAM VIAGGI;VIA PAOLO BRACCINI 50;No;1505;33;3;244;10141;;POINT (7.649538230098895 45.06029171853233);45.06029171853233;7.649538230098895
TRATTENIMENTI;FLUIDO;VIALE UMBERTO CAGNI 7;No;362;09bis;8;752;10126;;POINT (7.690716734685555 45.05747688699201);45.057476886992006;7.690716734685555
TRATTENIMENTI;FLUIDO;VIALE UMBERTO CAGNI 7;No;362;09bis;8;752;10126;;POINT (7.690716734685555 45.05747688699201);45.057476886992006;7.690716734685555
AGENZIE VIAGGIO;MISS2TRAVEL;VIA DEL CARMINE 8/C;No;174;05;1;0;10122;;POINT (7.675263230587538 45.07579714638391);45.075797146383906;7.675263230587538
AGENZIE AFFARI;;VIA DEL CARMINE 2 ter/A;No;175;05;1;0;10122;;POINT (7.676067456510261 45.07550574931102);45.07550574931102;7.676067456510261
AGENZIE AFFARI;LIBRERIA DANTE ALIGHIERI;PIAZZA CARLO FELICE 15;No;140;04;1;16;10123;;POINT (7.68046877215201 45.06414395861594);45.06414395861594;7.68046877215201
AGENZIE AFFARI;GALLERIA D'ARTE NARCISO;PIAZZA CARLO FELICE 18;No;139;04;1;16;10121;;POINT (7.679606755271446 45.06438196911827);45.06438196911827;7.679606755271446
AGENZIE VIAGGIO;FARFALLA VIAGGI;VIA CARLO ALBERTO 34;No;141;04;1;15;10123;;POINT (7.682803643956705 45.06369191788121);45.063691917881215;7.682803643956705
AGENZIE AFFARI;;VIA DOMENICO CAPELLINA 19;No;635;16;4;327;10144;;POINT (7.663850359730947 45.08209765018571);45.08209765018571;7.663850359730947
AGENZIE VIAGGIO;STRUMENTI DI VIAGGIO;CORSO BRIANZA 29/A;No;999;22;7;0;10153;;POINT (7.71935168484791 45.0724480260969);45.0724480260969;7.7193516848479105
TRATTENIMENTI;ROYAL BAR;PIAZZA TOMMASO CAMPANELLA 25;No;2003;50;4;392;10146;;POINT (7.632440529956767 45.08351309620329);45.08351309620329;7.632440529956767
AGENZIE AFFARI;GIUBILEO;VIA CAPRERA 29;No;2119;53;2;90;10136;;POINT (7.648773357942799 45.04957413555716);45.04957413555716;7.648773357942799
AGENZIE VIAGGIO;;VIA BRUNO BUOZZI 4/A;No;129;04;1;0;10121;;POINT (7.679922902936963 45.06560181210824);45.06560181210824;7.679922902936963
TRATTENIMENTI;COPARIO SHOW;STRADA DELLE CACCE 20;No;2777;90;2;895;10135;;POINT (7.639414929412892 45.01965190115215);45.01965190115215;7.639414929412892
TRATTENIMENTI;BRITANNIA PUB;VIA EDOARDO CALVO 3/B;No;863;19;8;749;10126;;POINT (7.675539337667393 45.05204117673379);45.05204117673379;7.675539337667393
AGENZIE AFFARI;;VIA SEBASTIANO CABOTO 24/D;No;1172;26;1;0;10129;;POINT (7.661509505904472 45.05534148286452);45.05534148286452;7.661509505904472
AGENZIE AFFARI;ONORANZE FUNEBRI LA CATTOLICA;VIA GIAN DOMENICO CASSINI 22/I;No;1158;26;1;0;10129;;POINT (7.663253485943867 45.05704176410683);45.057041764106835;7.6632534859438675
TRATTENIMENTI;CAB 41;VIA GIUSEPPE E ANTONIO CARLE 41;No;1191;26;1;67;10129;;POINT (7.658679439003355 45.05381877681236);45.053818776812356;7.658679439003355
AGENZIE AFFARI;;VIA GUGLIELMO CARDINALE MASSAIA 116;No;1873;45;5;453;10147;;POINT (7.667667919772523 45.10366899001193);45.10366899001193;7.667667919772523
AGENZIE AFFARI;;VIA CARISIO 8;No;1280;29;4;365;10143;;POINT (7.648141262476017 45.07965081902535);45.07965081902535;7.648141262476017
AGENZIE VIAGGIO;MALAN VIAGGI;PIAZZA CARIGNANO 2/A;No;87;03;1;9;10123;;POINT (7.684969013972541 45.06955564274231);45.06955564274231;7.684969013972541
AGENZIE VIAGGIO;BOULEVARD VIAGGI;CORSO CASALE 44 bis;No;528;13;8;740;10131;;POINT (7.704031350880544 45.06513296151679);45.06513296151679;7.704031350880544
AGENZIE AFFARI;;VIA ANTONIO GIUSEPPE BERTOLA 59;No;206;05;1;24;10122;;POINT (7.670275044710025 45.07383844693264);45.07383844693264;7.670275044710025
AGENZIE AFFARI;;VIA PIER CARLO BOGGIO 56/C;No;1480;33;3;0;10138;;POINT (7.655152944273611 45.06328085869053);45.063280858690526;7.6551529442736115
AGENZIE VIAGGIO;VIAJES EMANUEL;CORSO FRANCESCO FERRUCCI 73/B;No;768;17bis;3;0;10138;;POINT (7.655395525537518 45.06842797291355);45.06842797291355;7.655395525537518
AGENZIE AFFARI;CHECK SERVICE;CORSO FRANCESCO FERRUCCI 81;No;769;17bis;3;202;10138;;POINT (7.655280823167095 45.06774223527264);45.06774223527264;7.655280823167095
AGENZIE VIAGGIO;FREE ACTION;CORSO FRANCESCO FERRUCCI 89;No;770;17bis;3;202;10138;;POINT (7.655249501028548 45.06702731512743);45.06702731512743;7.655249501028548
AGENZIE AFFARI;;CORSO CASALE 182;No;2495;71;7;710;10132;;POINT (7.722393389230468 45.06951678538425);45.06951678538425;7.722393389230468
AGENZIE VIAGGIO;IL CARTOGRAFO;CORSO CASALE 144;No;577;14;7;665;10132;;POINT (7.717838166902467 45.06872193530376);45.068721935303756;7.717838166902467
AGENZIE AFFARI;;CORSO CASALE 120;No;575;14;7;664;10132;;POINT (7.714911408445061 45.06820951716568);45.06820951716568;7.714911408445061
AGENZIE VIAGGIO;BLU CARGO;LARGO CASALE 305;No;2517;72;7;713;10132;;POINT (7.732146592610438 45.07814410929027);45.07814410929027;7.732146592610438
AGENZIE AFFARI;;VIA GIAN DOMENICO CASSINI 7;No;1159;26;1;57;10129;;POINT (7.663832915214931 45.05750705649574);45.057507056495744;7.663832915214931
AGENZIE AFFARI;;CORSO CASALE 428/F;No;3829;73;7;0;10132;;POINT (7.735255578433087 45.08690814175256);45.08690814175256;7.735255578433087
AGENZIE VIAGGIO;;VIA CARLO CAPELLI 75/D;No;2015;50;4;0;10146;;POINT (7.634269297424671 45.08168737778598);45.08168737778598;7.634269297424671
AGENZIE VIAGGIO;EUREKA '90;VIA CAPRERA 28;No;2113;53;2;90;10136;;POINT (7.649187567891711 45.04961860899404);45.04961860899404;7.649187567891711
AGENZIE AFFARI;;STRADA DEL CASCINOTTO 139 int. 18;No;2564;79;6;624;10156;;POINT (7.741241762776494 45.10664125163937);45.106641251639374;7.741241762776494
AGENZIE AFFARI;;STRADA DEL CASCINOTTO 128;No;2566;79;6;624;10156;;POINT (7.740269012884116 45.1052653053708);45.1052653053708;7.740269012884116
AGENZIE VIAGGIO;;PIAZZA CARLO FELICE 80;No;148;04;1;16;10121;;POINT (7.678612414386773 45.0633248493085);45.0633248493085;7.678612414386773
AGENZIE VIAGGIO;TRACCE DI VIAGGI;CORSO CASALE 52;No;530;13;8;740;10131;;POINT (7.705837463506737 45.06582139174962);45.06582139174962;7.705837463506737
TRATTENIMENTI;ACHILLE CAFÉ;VIA CARLO ALBERTO 12/H;No;117;04;1;0;10123;;POINT (7.685291749295913 45.06725525241352);45.067255252413524;7.685291749295913
AGENZIE AFFARI;L'AGGIUSTASOGNI SRL;VIA CARLO ALBERTO 6;No;80;03;1;9;10123;;POINT (7.68663207620301 45.06918499864521);45.069184998645206;7.6866320762030105
AGENZIE AFFARI;PANMEDIA PUBBLICITÀ;VIA GUIDO CAVALCANTI 5;No;2499;71;7;710;10132;;POINT (7.720862248696061 45.06812403414342);45.06812403414342;7.720862248696061
AGENZIE AFFARI;;VIA GUIDO CAVALCANTI 5;No;2499;71;7;710;10132;;POINT (7.720862248696061 45.06812403414342);45.06812403414342;7.720862248696061
AGENZIE AFFARI;;VIA CENTALLO 35;No;2568;79;6;630;10156;;POINT (7.72359570847139 45.10279851813431);45.102798518134314;7.7235957084713895
AGENZIE AFFARI;;VIA LUIGI SALVATORE CHERUBINI 12;No;1649;38;6;558;10154;;POINT (7.69568835887733 45.09255310733535);45.09255310733535;7.69568835887733
AGENZIE VIAGGIO;MONDOQUADRO VIAGGI;VIA LUIGI SALVATORE CHERUBINI 3;No;1641;38;6;562;10154;;POINT (7.694649300093246 45.09270828289347);45.09270828289347;7.694649300093246
AGENZIE AFFARI;;VIA PIETRO ABATE CHANOUX 12 int. 20;No;2385;63;3;315;10142;;POINT (7.612015592833902 45.07337396904708);45.073373969047076;7.612015592833902
AGENZIE AFFARI;;VIA CAVOUR 7;No;125;04;1;15;10123;;POINT (7.682900951058982 45.0653678618564);45.0653678618564;7.682900951058982
AGENZIE AFFARI;;VIA CERCENASCO 9/B;No;2738;61;8;0;10135;;POINT (7.64029805264432 45.02400251291611);45.02400251291611;7.6402980526443205
AGENZIE AFFARI;;VIA CERRIONE 14/C;No;1818;43;5;0;10148;;POINT (7.683541050250146 45.10623161312083);45.10623161312083;7.683541050250146
TRATTENIMENTI;BARATTI & MILANO;PIAZZA CASTELLO 27;No;80;03;1;9;10123;;POINT (7.686482313219614 45.06976411597736);45.069764115977364;7.686482313219614
AGENZIE VIAGGIO;ARTQUICK;PIAZZA CASTELLO 29;No;80;03;1;9;10123;;POINT (7.686451661605014 45.06977571748179);45.06977571748179;7.686451661605014
TRATTENIMENTI;OSTERIA MEZZALUNA;VIA ANTONIO GIUSEPPE BERTOLA 57;No;206;05;1;24;10122;;POINT (7.670544562763143 45.07374301799683);45.07374301799683;7.670544562763143
AGENZIE AFFARI;;VIA CERNAIA 18;No;3145;05;1;24;10122;;POINT (7.674408217605286 45.07161674204617);45.071616742046174;7.674408217605286
TRATTENIMENTI;BAR SIMONICA;VIA GIUSEPPE E ANTONIO CARLE 46;No;1183;26;1;62;10129;;POINT (7.656468040047083 45.05476377342649);45.05476377342649;7.656468040047083
AGENZIE AFFARI;;VIA CATANIA 57/A;No;1003;23;7;0;10153;;POINT (7.700850979610683 45.07846389635911);45.07846389635911;7.700850979610683
AGENZIE AFFARI;;VIA BENVENUTO CELLINI 31;No;933;20;8;770;10126;;POINT (7.676403837724938 45.04324603705826);45.04324603705826;7.676403837724938
AGENZIE VIAGGIO;W.T.O. TRAVEL;VIA CATANIA 17;No;1028;23;7;690;10153;;POINT (7.696036585286532 45.07581147533693);45.075811475336934;7.6960365852865324
AGENZIE AFFARI;;VIA CONFIENZA 15;No;285;08;1;36;10121;;POINT (7.675670856400044 45.0685348116134);45.0685348116134;7.675670856400044
AGENZIE AFFARI;;VIA CAVOUR 10;No;133;04;1;15;10123;;POINT (7.683049010765189 45.0652017971425);45.0652017971425;7.683049010765189
AGENZIE VIAGGIO;LM TOUR;CORSO COSENZA 30/C;No;2180;55;2;0;10134;;POINT (7.643809745995452 45.03461080773653);45.03461080773653;7.643809745995452
AGENZIE AFFARI;;CORSO CORSICA 26/A;No;2218;56;8;0;10134;;POINT (7.651967635172102 45.0318090187349);45.031809018734904;7.651967635172102
AGENZIE AFFARI;AQUILA AUTOSALONE;CORSO CORSICA 6;No;3456;56;8;789;10134;;POINT (7.652535591545826 45.03269764813442);45.03269764813442;7.652535591545826
AGENZIE AFFARI;;VIA UMBERTO COSMO 6;No;535;13;8;736;10131;;POINT (7.700867484228897 45.06263394863235);45.06263394863235;7.700867484228897
TRATTENIMENTI;RISTORANTE I CAVALIERI;CORSO CHIERI 48/A;No;2526;74;7;0;10132;;POINT (7.731791023052557 45.06624101116876);45.06624101116876;7.731791023052557
AGENZIE VIAGGIO;CISALPINA VIAGGI;VIA CHIESA DELLA SALUTE 54;No;1790;42;5;423;10147;;POINT (7.67978137231212 45.0969685663482);45.0969685663482;7.67978137231212
AGENZIE VIAGGIO;NEXTRAVEL;VIA CHIESA DELLA SALUTE 71/C;No;1837;43;5;0;10147;;POINT (7.680568748226074 45.09948193430726);45.099481934307256;7.680568748226074
AGENZIE AFFARI;MOTO G.F.;LUNGO DORA PIETRO COLLETTA 129;No;1586;36;7;708;10153;;POINT (7.716463058149621 45.07568161434737);45.075681614347374;7.716463058149621
AGENZIE AFFARI;ONORANZE FUNEBRI LUNA;VIA CHIVASSO 3/A;No;1081;24;7;0;10152;;POINT (7.688564742867888 45.08363940987837);45.08363940987837;7.6885647428678885
AGENZIE AFFARI;;VIA FRANCESCO CIGNA 12;No;488;12;7;656;10152;;POINT (7.677614340785833 45.08084076512791);45.08084076512791;7.6776143407858335
AGENZIE VIAGGIO;CARLON WAGONLIT TRAVEL;STRADA ANTICA DI COLLEGNO 253;No;2414;64;4;414;10146;;POINT (7.611594621379383 45.08200098809519);45.08200098809519;7.611594621379383
AGENZIE VIAGGIO;CARLSON WAGONLIT TRAVEL C/O ALENIA SPAZIO;STRADA ANTICA DI COLLEGNO 253;No;2414;64;4;414;10146;;POINT (7.611594621379383 45.08200098809519);45.08200098809519;7.611594621379383
AGENZIE VIAGGIO;DMJ VIAGGI E VACANZE;PIAZZA GIAMPIETRO CHIRONI 5;No;1346;30;4;375;10145;;POINT (7.64222153120352 45.0794476549753);45.079447654975304;7.6422215312035195
AGENZIE AFFARI;;VIA GIACINTO COLLEGNO 18;No;705;16;4;340;10143;;POINT (7.659786636876967 45.07749517874261);45.07749517874261;7.659786636876967
AGENZIE AFFARI;;VIA FRANCESCO CIGNA 42/F;No;466;12;7;0;10152;;POINT (7.679499637334316 45.08329480197315);45.08329480197315;7.679499637334316
